Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.48498E-3,72.570264376,0.717781954,0.007046389,0.616666667,0
1.49475E-3,72.868905049,0.719109278,0.006928949,0.625,0
1.49908E-3,73.018813197,0.719693037,0.006870229,0.629166667,0
1.50952E-3,73.319706565,0.72109085,0.006752789,0.633333333,0
1.52305E-3,73.624200453,0.722881309,0.006635349,0.6375,0
1.52431E-3,73.77663164,0.723047717,0.006576629,0.6375,0
1.5343E-3,74.083430371,0.724353114,0.00645919,0.641666667,0
1.54697E-3,74.392057236,0.725992379,0.00634175,0.641666667,0
1.56422E-3,74.548479369,0.72819336,0.00628303,0.641666667,0
1.58638E-3,74.864519552,0.730967928,0.00616559,0.645833333,0
1.59294E-3,75.023813347,0.731778903,0.00610687,0.65,0
1.61516E-3,75.345524314,0.734489142,0.00598943,0.65,0
1.62376E-3,75.507900636,0.735524133,0.005930711,0.65,0
1.65927E-3,75.839135825,0.739710117,0.005813271,0.654166667,0
1.66222E-3,76.005357901,0.74005273,0.005754551,0.654166667,0
1.67522E-3,76.339913682,0.741548649,0.005637111,0.6625,0
1.69256E-3,76.509169586,0.743516758,0.005578391,0.666666667,0
1.71569E-3,76.851566516,0.746096537,0.005460951,0.675,0
1.72501E-3,77.024067904,0.747122128,0.005402231,0.679166667,0
1.73321E-3,77.370465566,0.748016105,0.005284792,0.683333333,0
1.73527E-3,77.54399301,0.748240936,0.005226072,0.683333333,0
1.79132E-3,77.896933933,0.754181022,0.005108632,0.683333333,0
1.79934E-3,78.076868113,0.755009051,0.005049912,0.6875,0
1.81365E-3,78.258233102,0.7564709,0.004991192,0.691666667,0
1.82346E-3,78.62198283,0.757463753,0.004873752,0.7,0
1.84727E-3,78.806709459,0.7598387,0.004815032,0.7,0
1.85432E-3,79.177531151,0.760533063,0.004697592,0.708333333,0
1.85845E-3,79.363376465,0.760938448,0.004638873,0.708333333,0
1.86128E-3,79.549504844,0.761215199,0.004580153,0.7125,0
1.86964E-3,79.92269246,0.762028283,0.004462713,0.720833333,0
1.89781E-3,80.112474479,0.764729843,0.004403993,0.725,0
1.89863E-3,80.30233728,0.764807226,0.004345273,0.729166667,0
1.97318E-3,80.694369553,0.771664544,0.004227833,0.733333333,0
2.00186E-3,80.894555337,0.774196853,0.004169113,0.733333333,0
2.01118E-3,81.095672872,0.7750076,0.004110393,0.733333333,0
2.0307E-3,81.298742763,0.776687673,0.004051674,0.7375,0
2.03326E-3,81.50206914,0.776906524,0.003992954,0.741666667,0
2.05097E-3,81.911497889,0.778405705,0.003875514,0.75,0
2.06087E-3,82.117584955,0.779235274,0.003816794,0.75,0
2.06683E-3,82.324267715,0.779731397,0.003758074,0.754166667,0
2.08501E-3,82.532768617,0.781232132,0.003699354,0.758333333,0
2.1069E-3,82.952268229,0.78301148,0.003581914,0.766666667,0
2.11011E-3,83.163276664,0.783269975,0.003523194,0.770833333,0
2.15135E-3,83.37841334,0.786537717,0.003464474,0.775,0
2.19598E-3,83.598010675,0.789964789,0.003405755,0.779166667,0
2.2085E-3,83.81886132,0.790907165,0.003347035,0.783333333,0
2.2353E-3,84.042391347,0.792894605,0.003288315,0.7875,0
2.23607E-3,84.265998363,0.792951147,0.003229595,0.791666667,0
2.27521E-3,84.717599292,0.795785242,0.003112155,0.8,0
2.28707E-3,84.946305029,0.796629205,0.003053435,0.804166667,0
2.31204E-3,85.17751018,0.79838286,0.002994715,0.808333333,0
2.31579E-3,85.4090897,0.798643705,0.002935995,0.8125,0
2.33077E-3,85.642167133,0.799678703,0.002877275,0.8125,0
2.34406E-3,85.87657242,0.800587566,0.002818555,0.816666667,0
2.3478E-3,86.111352756,0.800841919,0.002759836,0.820833333,0
2.36272E-3,86.347624762,0.801850508,0.002701116,0.825,0
2.40211E-3,86.587835726,0.804464451,0.002642396,0.829166667,0
2.40768E-3,86.828602782,0.80482833,0.002583676,0.833333333,0
2.42493E-3,87.07109661,0.805947498,0.002524956,0.8375,0
2.4299E-3,87.314086502,0.806267398,0.002466236,0.8375,0
2.46594E-3,87.560680984,0.808557136,0.002407516,0.8375,0
2.48542E-3,87.809222816,0.809771773,0.002348796,0.841666667,0
2.49037E-3,88.058256882,0.810078334,0.002290076,0.845833333,0
2.49651E-3,88.307910112,0.810456445,0.002231356,0.85,0
2.52044E-3,88.55995411,0.811917561,0.002172637,0.854166667,0
2.53708E-3,88.813661912,0.812920932,0.002113917,0.858333333,0
2.54034E-3,89.067696936,0.813116096,0.002055197,0.8625,0
2.54831E-3,89.32252629,0.813591402,0.001996477,0.866666667,0
2.57377E-3,89.579905009,0.815094518,0.001937757,0.870833333,0
2.61144E-3,89.84104955,0.817274571,0.001879037,0.875,0
2.61688E-3,90.102727908,0.81758495,0.001820317,0.879166667,0
2.61849E-3,90.364583105,0.817676816,0.001761597,0.883333333,0
2.62761E-3,90.627348624,0.818194623,0.001702877,0.8875,0
2.64093E-3,90.891441382,0.818945156,0.001644157,0.891666667,0
2.65161E-3,91.15660276,0.819543147,0.001585437,0.895833333,0
2.67326E-3,91.423928533,0.820742518,0.001526718,0.895833333,0
2.6993E-3,91.693858263,0.822164169,0.001467998,0.9,0
2.72549E-3,91.966406914,0.823571411,0.001409278,0.904166667,0
2.74333E-3,92.240740781,0.824517647,0.001350558,0.908333333,0
2.74805E-3,92.515546185,0.824766356,0.001291838,0.9125,0
2.81437E-3,92.796981883,0.828185766,0.001233118,0.916666667,0
2.82471E-3,93.079453743,0.828707225,0.001174398,0.920833333,0
2.88628E-3,93.368081899,0.831746584,0.001115678,0.925,0
2.91084E-3,93.659163547,0.832928905,0.001056958,0.929166667,0
2.98335E-3,93.957500795,0.836324947,0.000998238,0.933333333,0
3.00111E-3,94.257612293,0.837135735,0.000939518,0.9375,0
3.02341E-3,94.559953347,0.838142583,0.000880799,0.941666667,0
3.23827E-3,94.883780786,0.847241497,0.000822079,0.941666667,0
3.2625E-3,95.210030738,0.848203598,0.000763359,0.945833333,0
3.28576E-3,95.538606418,0.849116054,0.000704639,0.95,0
